"Year","Month","Day","Period","122_HYDRO_1","122_HYDRO_2","122_HYDRO_3","122_HYDRO_4","122_HYDRO_5","122_HYDRO_6","201_HYDRO_4","215_HYDRO_1","215_HYDRO_2","215_HYDRO_3","222_HYDRO_1","222_HYDRO_2","222_HYDRO_3","222_HYDRO_4","222_HYDRO_5","222_HYDRO_6","322_HYDRO_1","322_HYDRO_2","322_HYDRO_3","322_HYDRO_4"
2020,2,12,101,12.7,12.7,12.7,12.7,12.7,12.7,18.733,18.733,18.733,18.733,18.733,18.733,18.733,18.733,18.733,18.733,24.05,24.05,24.05,24.05
2020,2,12,102,12.7,12.7,12.7,12.7,12.7,12.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,25.7,25.7,25.7,25.7
2020,2,12,103,12.7,12.7,12.7,12.7,12.7,12.7,18.667,18.667,18.667,18.667,18.667,18.667,18.667,18.667,18.667,18.667,27.35,27.35,27.35,27.35
2020,2,12,104,12.7,12.7,12.7,12.7,12.7,12.7,18.633,18.633,18.633,18.633,18.633,18.633,18.633,18.633,18.633,18.633,29,29,29,29
2020,2,12,105,12.7,12.7,12.7,12.7,12.7,12.7,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,30.65,30.65,30.65,30.65
2020,2,12,106,12.7,12.7,12.7,12.7,12.7,12.7,18.567,18.567,18.567,18.567,18.567,18.567,18.567,18.567,18.567,18.567,32.3,32.3,32.3,32.3
2020,2,12,107,12.7,12.7,12.7,12.7,12.7,12.7,18.533,18.533,18.533,18.533,18.533,18.533,18.533,18.533,18.533,18.533,33.95,33.95,33.95,33.95
2020,2,12,108,12.7,12.7,12.7,12.7,12.7,12.7,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,35.6,35.6,35.6,35.6
2020,2,12,109,12.7,12.7,12.7,12.7,12.7,12.7,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,34.508,34.508,34.508,34.508
2020,2,12,110,12.7,12.7,12.7,12.7,12.7,12.7,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,33.417,33.417,33.417,33.417
2020,2,12,111,12.7,12.7,12.7,12.7,12.7,12.7,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,32.325,32.325,32.325,32.325
2020,2,12,112,12.7,12.7,12.7,12.7,12.7,12.7,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,31.233,31.233,31.233,31.233
2020,2,12,113,12.7,12.7,12.7,12.7,12.7,12.7,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,30.142,30.142,30.142,30.142
2020,2,12,114,12.7,12.7,12.7,12.7,12.7,12.7,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,29.05,29.05,29.05,29.05
2020,2,12,115,12.7,12.7,12.7,12.7,12.7,12.7,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,27.958,27.958,27.958,27.958
2020,2,12,116,12.7,12.7,12.7,12.7,12.7,12.7,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,26.867,26.867,26.867,26.867
2020,2,12,117,12.7,12.7,12.7,12.7,12.7,12.7,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,25.775,25.775,25.775,25.775
2020,2,12,118,12.7,12.7,12.7,12.7,12.7,12.7,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,24.683,24.683,24.683,24.683
2020,2,12,119,12.7,12.7,12.7,12.7,12.7,12.7,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,23.592,23.592,23.592,23.592
2020,2,12,120,12.7,12.7,12.7,12.7,12.7,12.7,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,22.5,22.5,22.5,22.5
2020,2,12,121,12.7,12.7,12.7,12.7,12.7,12.7,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,22.683,22.683,22.683,22.683
2020,2,12,122,12.7,12.7,12.7,12.7,12.7,12.7,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,22.867,22.867,22.867,22.867
2020,2,12,123,12.7,12.7,12.7,12.7,12.7,12.7,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,23.05,23.05,23.05,23.05
2020,2,12,124,12.7,12.7,12.7,12.7,12.7,12.7,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,23.233,23.233,23.233,23.233
2020,2,12,125,12.7,12.7,12.7,12.7,12.7,12.7,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,23.417,23.417,23.417,23.417
2020,2,12,126,12.7,12.7,12.7,12.7,12.7,12.7,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,23.6,23.6,23.6,23.6
2020,2,12,127,12.7,12.7,12.7,12.7,12.7,12.7,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,23.783,23.783,23.783,23.783
2020,2,12,128,12.7,12.7,12.7,12.7,12.7,12.7,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,23.967,23.967,23.967,23.967
2020,2,12,129,12.7,12.7,12.7,12.7,12.7,12.7,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,24.15,24.15,24.15,24.15
2020,2,12,130,12.7,12.7,12.7,12.7,12.7,12.7,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,24.333,24.333,24.333,24.333
2020,2,12,131,12.7,12.7,12.7,12.7,12.7,12.7,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,24.517,24.517,24.517,24.517
2020,2,12,132,12.7,12.7,12.7,12.7,12.7,12.7,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,24.7,24.7,24.7,24.7
2020,2,12,133,13.683,13.683,13.683,13.683,13.683,13.683,18.517,18.517,18.517,18.517,18.517,18.517,18.517,18.517,18.517,18.517,24.033,24.033,24.033,24.033
2020,2,12,134,14.667,14.667,14.667,14.667,14.667,14.667,18.533,18.533,18.533,18.533,18.533,18.533,18.533,18.533,18.533,18.533,23.367,23.367,23.367,23.367
2020,2,12,135,15.65,15.65,15.65,15.65,15.65,15.65,18.55,18.55,18.55,18.55,18.55,18.55,18.55,18.55,18.55,18.55,22.7,22.7,22.7,22.7
2020,2,12,136,16.633,16.633,16.633,16.633,16.633,16.633,18.567,18.567,18.567,18.567,18.567,18.567,18.567,18.567,18.567,18.567,22.033,22.033,22.033,22.033
2020,2,12,137,17.617,17.617,17.617,17.617,17.617,17.617,18.583,18.583,18.583,18.583,18.583,18.583,18.583,18.583,18.583,18.583,21.367,21.367,21.367,21.367
2020,2,12,138,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,20.7,20.7,20.7,20.7
2020,2,12,139,19.583,19.583,19.583,19.583,19.583,19.583,18.617,18.617,18.617,18.617,18.617,18.617,18.617,18.617,18.617,18.617,20.033,20.033,20.033,20.033
2020,2,12,140,20.567,20.567,20.567,20.567,20.567,20.567,18.633,18.633,18.633,18.633,18.633,18.633,18.633,18.633,18.633,18.633,19.367,19.367,19.367,19.367
2020,2,12,141,21.55,21.55,21.55,21.55,21.55,21.55,18.65,18.65,18.65,18.65,18.65,18.65,18.65,18.65,18.65,18.65,18.7,18.7,18.7,18.7
2020,2,12,142,22.533,22.533,22.533,22.533,22.533,22.533,18.667,18.667,18.667,18.667,18.667,18.667,18.667,18.667,18.667,18.667,18.033,18.033,18.033,18.033
2020,2,12,143,23.517,23.517,23.517,23.517,23.517,23.517,18.683,18.683,18.683,18.683,18.683,18.683,18.683,18.683,18.683,18.683,17.367,17.367,17.367,17.367
2020,2,12,144,24.5,24.5,24.5,24.5,24.5,24.5,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,16.7,16.7,16.7,16.7
2020,2,12,145,24.617,24.617,24.617,24.617,24.617,24.617,18.683,18.683,18.683,18.683,18.683,18.683,18.683,18.683,18.683,18.683,16.625,16.625,16.625,16.625
2020,2,12,146,24.733,24.733,24.733,24.733,24.733,24.733,18.667,18.667,18.667,18.667,18.667,18.667,18.667,18.667,18.667,18.667,16.55,16.55,16.55,16.55
2020,2,12,147,24.85,24.85,24.85,24.85,24.85,24.85,18.65,18.65,18.65,18.65,18.65,18.65,18.65,18.65,18.65,18.65,16.475,16.475,16.475,16.475
2020,2,12,148,24.967,24.967,24.967,24.967,24.967,24.967,18.633,18.633,18.633,18.633,18.633,18.633,18.633,18.633,18.633,18.633,16.4,16.4,16.4,16.4
2020,2,12,149,25.083,25.083,25.083,25.083,25.083,25.083,18.617,18.617,18.617,18.617,18.617,18.617,18.617,18.617,18.617,18.617,16.325,16.325,16.325,16.325
2020,2,12,150,25.2,25.2,25.2,25.2,25.2,25.2,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,16.25,16.25,16.25,16.25
2020,2,12,151,25.317,25.317,25.317,25.317,25.317,25.317,18.583,18.583,18.583,18.583,18.583,18.583,18.583,18.583,18.583,18.583,16.175,16.175,16.175,16.175
2020,2,12,152,25.433,25.433,25.433,25.433,25.433,25.433,18.567,18.567,18.567,18.567,18.567,18.567,18.567,18.567,18.567,18.567,16.1,16.1,16.1,16.1
2020,2,12,153,25.55,25.55,25.55,25.55,25.55,25.55,18.55,18.55,18.55,18.55,18.55,18.55,18.55,18.55,18.55,18.55,16.025,16.025,16.025,16.025
2020,2,12,154,25.667,25.667,25.667,25.667,25.667,25.667,18.533,18.533,18.533,18.533,18.533,18.533,18.533,18.533,18.533,18.533,15.95,15.95,15.95,15.95
2020,2,12,155,25.783,25.783,25.783,25.783,25.783,25.783,18.517,18.517,18.517,18.517,18.517,18.517,18.517,18.517,18.517,18.517,15.875,15.875,15.875,15.875
2020,2,12,156,25.9,25.9,25.9,25.9,25.9,25.9,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,15.8,15.8,15.8,15.8
2020,2,12,157,25.867,25.867,25.867,25.867,25.867,25.867,18.517,18.517,18.517,18.517,18.517,18.517,18.517,18.517,18.517,18.517,16.192,16.192,16.192,16.192
2020,2,12,158,25.833,25.833,25.833,25.833,25.833,25.833,18.533,18.533,18.533,18.533,18.533,18.533,18.533,18.533,18.533,18.533,16.583,16.583,16.583,16.583
2020,2,12,159,25.8,25.8,25.8,25.8,25.8,25.8,18.55,18.55,18.55,18.55,18.55,18.55,18.55,18.55,18.55,18.55,16.975,16.975,16.975,16.975
2020,2,12,160,25.767,25.767,25.767,25.767,25.767,25.767,18.567,18.567,18.567,18.567,18.567,18.567,18.567,18.567,18.567,18.567,17.367,17.367,17.367,17.367
2020,2,12,161,25.733,25.733,25.733,25.733,25.733,25.733,18.583,18.583,18.583,18.583,18.583,18.583,18.583,18.583,18.583,18.583,17.758,17.758,17.758,17.758
2020,2,12,162,25.7,25.7,25.7,25.7,25.7,25.7,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.15,18.15,18.15,18.15
2020,2,12,163,25.667,25.667,25.667,25.667,25.667,25.667,18.617,18.617,18.617,18.617,18.617,18.617,18.617,18.617,18.617,18.617,18.542,18.542,18.542,18.542
2020,2,12,164,25.633,25.633,25.633,25.633,25.633,25.633,18.633,18.633,18.633,18.633,18.633,18.633,18.633,18.633,18.633,18.633,18.933,18.933,18.933,18.933
2020,2,12,165,25.6,25.6,25.6,25.6,25.6,25.6,18.65,18.65,18.65,18.65,18.65,18.65,18.65,18.65,18.65,18.65,19.325,19.325,19.325,19.325
2020,2,12,166,25.567,25.567,25.567,25.567,25.567,25.567,18.667,18.667,18.667,18.667,18.667,18.667,18.667,18.667,18.667,18.667,19.717,19.717,19.717,19.717
2020,2,12,167,25.533,25.533,25.533,25.533,25.533,25.533,18.683,18.683,18.683,18.683,18.683,18.683,18.683,18.683,18.683,18.683,20.108,20.108,20.108,20.108
2020,2,12,168,25.5,25.5,25.5,25.5,25.5,25.5,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,20.5,20.5,20.5,20.5
2020,2,12,169,25.5,25.5,25.5,25.5,25.5,25.5,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,20.5,20.5,20.5,20.5
2020,2,12,170,25.5,25.5,25.5,25.5,25.5,25.5,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,20.5,20.5,20.5,20.5
2020,2,12,171,25.5,25.5,25.5,25.5,25.5,25.5,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,20.5,20.5,20.5,20.5
2020,2,12,172,25.5,25.5,25.5,25.5,25.5,25.5,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,20.5,20.5,20.5,20.5
2020,2,12,173,25.5,25.5,25.5,25.5,25.5,25.5,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,20.5,20.5,20.5,20.5
2020,2,12,174,25.5,25.5,25.5,25.5,25.5,25.5,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,20.5,20.5,20.5,20.5
2020,2,12,175,25.5,25.5,25.5,25.5,25.5,25.5,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,20.5,20.5,20.5,20.5
2020,2,12,176,25.5,25.5,25.5,25.5,25.5,25.5,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,20.5,20.5,20.5,20.5
2020,2,12,177,25.5,25.5,25.5,25.5,25.5,25.5,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,20.5,20.5,20.5,20.5
2020,2,12,178,25.5,25.5,25.5,25.5,25.5,25.5,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,20.5,20.5,20.5,20.5
2020,2,12,179,25.5,25.5,25.5,25.5,25.5,25.5,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,20.5,20.5,20.5,20.5
2020,2,12,180,25.5,25.5,25.5,25.5,25.5,25.5,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,20.5,20.5,20.5,20.5
2020,2,12,181,25.533,25.533,25.533,25.533,25.533,25.533,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,20.533,20.533,20.533,20.533
2020,2,12,182,25.567,25.567,25.567,25.567,25.567,25.567,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,20.567,20.567,20.567,20.567
2020,2,12,183,25.6,25.6,25.6,25.6,25.6,25.6,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,20.6,20.6,20.6,20.6
2020,2,12,184,25.633,25.633,25.633,25.633,25.633,25.633,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,20.633,20.633,20.633,20.633
2020,2,12,185,25.667,25.667,25.667,25.667,25.667,25.667,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,20.667,20.667,20.667,20.667
2020,2,12,186,25.7,25.7,25.7,25.7,25.7,25.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,20.7,20.7,20.7,20.7
2020,2,12,187,25.733,25.733,25.733,25.733,25.733,25.733,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,20.733,20.733,20.733,20.733
2020,2,12,188,25.767,25.767,25.767,25.767,25.767,25.767,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,20.767,20.767,20.767,20.767
2020,2,12,189,25.8,25.8,25.8,25.8,25.8,25.8,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,20.8,20.8,20.8,20.8
2020,2,12,190,25.833,25.833,25.833,25.833,25.833,25.833,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,20.833,20.833,20.833,20.833
2020,2,12,191,25.867,25.867,25.867,25.867,25.867,25.867,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,20.867,20.867,20.867,20.867
2020,2,12,192,25.9,25.9,25.9,25.9,25.9,25.9,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,20.9,20.9,20.9,20.9
2020,2,12,193,25.867,25.867,25.867,25.867,25.867,25.867,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,20.617,20.617,20.617,20.617
2020,2,12,194,25.833,25.833,25.833,25.833,25.833,25.833,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,20.333,20.333,20.333,20.333
2020,2,12,195,25.8,25.8,25.8,25.8,25.8,25.8,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,20.05,20.05,20.05,20.05
2020,2,12,196,25.767,25.767,25.767,25.767,25.767,25.767,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,19.767,19.767,19.767,19.767
2020,2,12,197,25.733,25.733,25.733,25.733,25.733,25.733,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,19.483,19.483,19.483,19.483
2020,2,12,198,25.7,25.7,25.7,25.7,25.7,25.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,19.2,19.2,19.2,19.2
2020,2,12,199,25.667,25.667,25.667,25.667,25.667,25.667,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.917,18.917,18.917,18.917
2020,2,12,200,25.633,25.633,25.633,25.633,25.633,25.633,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.633,18.633,18.633,18.633
2020,2,12,201,25.6,25.6,25.6,25.6,25.6,25.6,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.35,18.35,18.35,18.35
2020,2,12,202,25.567,25.567,25.567,25.567,25.567,25.567,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.067,18.067,18.067,18.067
2020,2,12,203,25.533,25.533,25.533,25.533,25.533,25.533,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,17.783,17.783,17.783,17.783
2020,2,12,204,25.5,25.5,25.5,25.5,25.5,25.5,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,17.5,17.5,17.5,17.5
2020,2,12,205,25.533,25.533,25.533,25.533,25.533,25.533,18.717,18.717,18.717,18.717,18.717,18.717,18.717,18.717,18.717,18.717,17.233,17.233,17.233,17.233
2020,2,12,206,25.567,25.567,25.567,25.567,25.567,25.567,18.733,18.733,18.733,18.733,18.733,18.733,18.733,18.733,18.733,18.733,16.967,16.967,16.967,16.967
2020,2,12,207,25.6,25.6,25.6,25.6,25.6,25.6,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,16.7,16.7,16.7,16.7
2020,2,12,208,25.633,25.633,25.633,25.633,25.633,25.633,18.767,18.767,18.767,18.767,18.767,18.767,18.767,18.767,18.767,18.767,16.433,16.433,16.433,16.433
2020,2,12,209,25.667,25.667,25.667,25.667,25.667,25.667,18.783,18.783,18.783,18.783,18.783,18.783,18.783,18.783,18.783,18.783,16.167,16.167,16.167,16.167
2020,2,12,210,25.7,25.7,25.7,25.7,25.7,25.7,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,15.9,15.9,15.9,15.9
2020,2,12,211,25.733,25.733,25.733,25.733,25.733,25.733,18.817,18.817,18.817,18.817,18.817,18.817,18.817,18.817,18.817,18.817,15.633,15.633,15.633,15.633
2020,2,12,212,25.767,25.767,25.767,25.767,25.767,25.767,18.833,18.833,18.833,18.833,18.833,18.833,18.833,18.833,18.833,18.833,15.367,15.367,15.367,15.367
2020,2,12,213,25.8,25.8,25.8,25.8,25.8,25.8,18.85,18.85,18.85,18.85,18.85,18.85,18.85,18.85,18.85,18.85,15.1,15.1,15.1,15.1
2020,2,12,214,25.833,25.833,25.833,25.833,25.833,25.833,18.867,18.867,18.867,18.867,18.867,18.867,18.867,18.867,18.867,18.867,14.833,14.833,14.833,14.833
2020,2,12,215,25.867,25.867,25.867,25.867,25.867,25.867,18.883,18.883,18.883,18.883,18.883,18.883,18.883,18.883,18.883,18.883,14.567,14.567,14.567,14.567
2020,2,12,216,25.9,25.9,25.9,25.9,25.9,25.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,14.3,14.3,14.3,14.3
2020,2,12,217,26.767,26.767,26.767,26.767,26.767,26.767,18.867,18.867,18.867,18.867,18.867,18.867,18.867,18.867,18.867,18.867,14.392,14.392,14.392,14.392
2020,2,12,218,27.633,27.633,27.633,27.633,27.633,27.633,18.833,18.833,18.833,18.833,18.833,18.833,18.833,18.833,18.833,18.833,14.483,14.483,14.483,14.483
2020,2,12,219,28.5,28.5,28.5,28.5,28.5,28.5,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,14.575,14.575,14.575,14.575
2020,2,12,220,29.367,29.367,29.367,29.367,29.367,29.367,18.767,18.767,18.767,18.767,18.767,18.767,18.767,18.767,18.767,18.767,14.667,14.667,14.667,14.667
2020,2,12,221,30.233,30.233,30.233,30.233,30.233,30.233,18.733,18.733,18.733,18.733,18.733,18.733,18.733,18.733,18.733,18.733,14.758,14.758,14.758,14.758
2020,2,12,222,31.1,31.1,31.1,31.1,31.1,31.1,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,14.85,14.85,14.85,14.85
2020,2,12,223,31.967,31.967,31.967,31.967,31.967,31.967,18.667,18.667,18.667,18.667,18.667,18.667,18.667,18.667,18.667,18.667,14.942,14.942,14.942,14.942
2020,2,12,224,32.833,32.833,32.833,32.833,32.833,32.833,18.633,18.633,18.633,18.633,18.633,18.633,18.633,18.633,18.633,18.633,15.033,15.033,15.033,15.033
2020,2,12,225,33.7,33.7,33.7,33.7,33.7,33.7,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,15.125,15.125,15.125,15.125
2020,2,12,226,34.567,34.567,34.567,34.567,34.567,34.567,18.567,18.567,18.567,18.567,18.567,18.567,18.567,18.567,18.567,18.567,15.217,15.217,15.217,15.217
2020,2,12,227,35.433,35.433,35.433,35.433,35.433,35.433,18.533,18.533,18.533,18.533,18.533,18.533,18.533,18.533,18.533,18.533,15.308,15.308,15.308,15.308
2020,2,12,228,36.3,36.3,36.3,36.3,36.3,36.3,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,15.4,15.4,15.4,15.4
2020,2,12,229,36.458,36.458,36.458,36.458,36.458,36.458,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,15.483,15.483,15.483,15.483
2020,2,12,230,36.617,36.617,36.617,36.617,36.617,36.617,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,15.567,15.567,15.567,15.567
2020,2,12,231,36.775,36.775,36.775,36.775,36.775,36.775,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,15.65,15.65,15.65,15.65
2020,2,12,232,36.933,36.933,36.933,36.933,36.933,36.933,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,15.733,15.733,15.733,15.733
2020,2,12,233,37.092,37.092,37.092,37.092,37.092,37.092,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,15.817,15.817,15.817,15.817
2020,2,12,234,37.25,37.25,37.25,37.25,37.25,37.25,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,15.9,15.9,15.9,15.9
2020,2,12,235,37.408,37.408,37.408,37.408,37.408,37.408,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,15.983,15.983,15.983,15.983
2020,2,12,236,37.567,37.567,37.567,37.567,37.567,37.567,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,16.067,16.067,16.067,16.067
2020,2,12,237,37.725,37.725,37.725,37.725,37.725,37.725,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,16.15,16.15,16.15,16.15
2020,2,12,238,37.883,37.883,37.883,37.883,37.883,37.883,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,16.233,16.233,16.233,16.233
2020,2,12,239,38.042,38.042,38.042,38.042,38.042,38.042,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,16.317,16.317,16.317,16.317
2020,2,12,240,38.2,38.2,38.2,38.2,38.2,38.2,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,16.4,16.4,16.4,16.4
2020,2,12,241,38.242,38.242,38.242,38.242,38.242,38.242,18.225,18.225,18.225,18.225,18.225,18.225,18.225,18.225,18.225,18.225,16.667,16.667,16.667,16.667
2020,2,12,242,38.283,38.283,38.283,38.283,38.283,38.283,17.95,17.95,17.95,17.95,17.95,17.95,17.95,17.95,17.95,17.95,16.933,16.933,16.933,16.933
2020,2,12,243,38.325,38.325,38.325,38.325,38.325,38.325,17.675,17.675,17.675,17.675,17.675,17.675,17.675,17.675,17.675,17.675,17.2,17.2,17.2,17.2
2020,2,12,244,38.367,38.367,38.367,38.367,38.367,38.367,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.467,17.467,17.467,17.467
2020,2,12,245,38.408,38.408,38.408,38.408,38.408,38.408,17.125,17.125,17.125,17.125,17.125,17.125,17.125,17.125,17.125,17.125,17.733,17.733,17.733,17.733
2020,2,12,246,38.45,38.45,38.45,38.45,38.45,38.45,16.85,16.85,16.85,16.85,16.85,16.85,16.85,16.85,16.85,16.85,18,18,18,18
2020,2,12,247,38.492,38.492,38.492,38.492,38.492,38.492,16.575,16.575,16.575,16.575,16.575,16.575,16.575,16.575,16.575,16.575,18.267,18.267,18.267,18.267
2020,2,12,248,38.533,38.533,38.533,38.533,38.533,38.533,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,18.533,18.533,18.533,18.533
2020,2,12,249,38.575,38.575,38.575,38.575,38.575,38.575,16.025,16.025,16.025,16.025,16.025,16.025,16.025,16.025,16.025,16.025,18.8,18.8,18.8,18.8
2020,2,12,250,38.617,38.617,38.617,38.617,38.617,38.617,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,19.067,19.067,19.067,19.067
2020,2,12,251,38.658,38.658,38.658,38.658,38.658,38.658,15.475,15.475,15.475,15.475,15.475,15.475,15.475,15.475,15.475,15.475,19.333,19.333,19.333,19.333
2020,2,12,252,38.7,38.7,38.7,38.7,38.7,38.7,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,19.6,19.6,19.6,19.6
2020,2,12,253,38.583,38.583,38.583,38.583,38.583,38.583,14.692,14.692,14.692,14.692,14.692,14.692,14.692,14.692,14.692,14.692,19.817,19.817,19.817,19.817
2020,2,12,254,38.467,38.467,38.467,38.467,38.467,38.467,14.183,14.183,14.183,14.183,14.183,14.183,14.183,14.183,14.183,14.183,20.033,20.033,20.033,20.033
2020,2,12,255,38.35,38.35,38.35,38.35,38.35,38.35,13.675,13.675,13.675,13.675,13.675,13.675,13.675,13.675,13.675,13.675,20.25,20.25,20.25,20.25
